Barcode	Description	UnitRRP	Category	CategoryID	CategoryFullNodeList
9770955709167	Airforces Monthly	360	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9770955709174	Airforces Monthly	370	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9770955709204	Airforces Monthly	410	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9770955709211	Airforces Monthly	420	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9770955709228	Airforces Monthly	430	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9770955709235	Airforces Monthly	440	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9770955709242	Airforces Monthly	450	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9770955709259	Airforces Monthly	460	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9770955709266	Airforces Monthly	470	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9770957764072	Flyer	340	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9770957764089	Flyer	360	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9770957764096	Flyer	395	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9770968418049	Airliners	420	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9770968418056	Airliners	410	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771076885006	Aviation History	375	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771076885013	Aviation History	395	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771095107059	Flight Journal	310	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771095107066	Flight Journal	325	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771095107073	Flight Journal	350	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771095107080	Flight Journal	370	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771095107103	Flight Journal	425	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771095107110	Flight Journal	450	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771095107844	Flight Journal	595	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771095107875	Flight Journal	395	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771095107882	Flight Journal	399	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771095107899	Flight Journal	399	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771095107905	Flight Journal	399	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771095107912	Flight Journal	399	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771095107929	Flight Journal	399	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771095107936	Flight Journal	399	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771095107943	Flight Journal	399	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771095107950	Flight Journal	399	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771095107967	Flight Journal	399	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771095107974	Flight Journal	399	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771362753002	Flyer Guide Learning To Fly	395	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771362753996	Flyer Guide Learning To Fly	499	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771465633164	Magazine	470	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771471058036	Todays Pilot	340	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771471058043	Todays Pilot	350	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771471058050	Todays Pilot	360	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771471058067	Todays Pilot	370	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771471058074	Todays Pilot	380	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771471058081	Todays Pilot	395	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771550771009	Spitfire & Gt6	299	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771649632020	Flying in Ireland	475	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771740291010	Raf Magazine	350	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771740291027	Raf Magazine	399	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771743586076	Radio Control Model Flyer	425	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771744698013	B 17 Special	399	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771757184015	Aircraft Illustrated	299	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771757616004	Airlines Global	499	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9771758661027	Flight Test	899	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9772041215002	Aircraft Illustrated	295	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9772041215187	Aircraft Illustrated	399	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9772042911002	Aviation Classics	699	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9772044219007	Air Data	999	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9772045649018	Jets Monthly	399	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9772059251009	F 14 Tomcat	0	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9772059251016	F-14	0	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9772059251023	F-14	0	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9779900656006	Fighter Aces Collection	199	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9780711035058	Aviation 100 Best Pictures	699	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9780946219049	Air Comabt	499	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9780946219117	Raf Celebrating 90 Years	499	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9780946219865	Boeing 747	399	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9780946219896	Spitfire 70	499	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9780946219995	Vulcan Airbourne	499	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9781906167608	Aviation Classic Tomcat	699	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9781907426629	Company Profile	795	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9781907426650	Company Profile - Junkers	795	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9781907426681	Company Profile	795	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9781907426742	Classic Airliner	795	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9781907426759	Classic Airliner	795	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9781907426797	Company Profile	795	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9781909786004	Classic Airliner	795	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9781909786066	Classic Airliner	795	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9781909786127	Company Profile	795	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9781909786417	Classic Airliner	795	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9781909786424	Classic Airliner	795	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9781909786448	Classic Airliner	795	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9781909786455	Classic Airliner	795	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9781909786479	Classic Airliner	795	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9781910415481	Airliner Classics	0	Aviation	529	::News/Mags::Magazines::Leisure Interests::Aviation
9770027178174	Motorboat & Yachting	370	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770027178181	Motorboat & Yachting	380	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770027178198	Motorboat & Yachting	390	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770027178204	Motorboat & Yachting	395	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770027178211	Motorboat & Yachting	410	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770027178228	Motorboat & Yachting	430	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770027178242	Motorboat And Yachting	460	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770036270012	Sail	320	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770036997117	Sea Breezes	300	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770037394113	Ships Monthly	275	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770037394120	Ships Monthly	285	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770037394137	Ships Monthly	325	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770037394144	Ships Monthly	340	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770037394151	Ships Monthly	360	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770037394168	Ships Monthly	380	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770037394182	Ships Monthly 	425	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770044000199	Yachts Yachting	410	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770143246115	Seahorse Int L Sailing 	430	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770143246122	Sea Horse International Sailin	440	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770263637152	Canal & Riverboat	310	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770264913088	Boat International	380	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770264913095	Boat International	480	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770264913118	Boat International	499	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770332448054	Afloat	425	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770332448061	Afloat	515	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770731154084	Marine Times	250	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770950331097	Classic Boat	385	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770950331103	Classic Boat	395	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770950331110	Classic Boat	295	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770950331127	Classic Boat	440	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770950331134	Classic Boat	450	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770950331141	Classic Boat	475	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770950331158	Classic Boat	485	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770956658136	Boat Mart International	310	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770956658150	Boat Mart International	335	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770956658167	Boat Mart	350	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770958189188	Motorboats Monthly	370	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770958189195	Motorboats Monthly	370	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770958189201	Motorboats Monthly	380	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770958189218	Motorboats Monthly	390	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770958189232	Motorboats Monthly	400	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9770958189249	Motorboats Monthly	420	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771350291080	Buy A Boat	275	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771360940039	Rib International	385	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771360940046	Rib International	395	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771360940053	Rib International 	425	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771361609034	Sports Boat RIB	395	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771362031131	Canal Boat	350	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771362031148	Canal Boat	370	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771362031155	Canal Boat	380	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771362031162	Canal Boat	399	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771362031988	Canal Boat	499	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771362031995	Canal Boat	480	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771466247025	Trad Boats & Tall Ships	365	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771467577057	Boats & Yachts For Sale	360	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771467579057	Boats & Yachts For Sale	360	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771475823012	All At Sea	100	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771476530032	Dinghy Sailing Magazine	340	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771476530049	Dinghy Sailing Magazine	350	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771476530056	Dinghy Sailing Magazine	375	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771479868040	Norfolk Afloat	395	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771743656007	Boats And Outboards	260	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771749694003	Canal & Riverboat	295	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771749694027	Canal & Riverboat	300	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771749694034	Canal & Riverboat	320	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771749694041	Canal & River	350	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771751087022	Boat Trader	330	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771751087039	Boat Trader	395	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771751087077	Boat Trader	499	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771752014331	Anglia Afloat	399	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
9771752014348	Anglia Afloat	499	Boating	530	::News/Mags::Magazines::Leisure Interests::Boating
